XGB1234kb4,ID,target
0.83745187521,186,1
0.849486589432,189,1
0.969076037407,194,1
0.854230344296,195,1
0.552538871765,199,0
0.955613315105,200,1
0.966053843498,201,1
0.703800022602,202,1
0.272129714489,203,0
0.798938333988,204,1
0.655236542225,206,0
0.794127941132,207,1
0.196685254574,208,0
0.687663435936,209,1
0.79954457283,210,1
0.842425882816,212,1
0.642739772797,215,0
0.912966489792,216,1
0.964581429958,219,1
0.645206987858,220,1
0.940248668194,223,1
0.978800594807,224,1
0.917369484901,226,1
0.980182528496,227,1
0.905298948288,228,1
0.0339403375983,230,0
0.510428965092,231,0
0.316876143217,232,0
0.894458532333,233,1
0.661439478397,234,1
0.96099126339,235,1
0.476286411285,240,0
0.983179569244,241,1
0.726898431778,243,0
0.460749655962,244,0
0.996027588844,249,1
0.94581335783,250,1
0.565329253674,251,0
0.755497217178,252,1
0.84747582674,253,0
0.698761403561,256,1
0.728208899498,258,0
0.585038423538,260,0
0.9730078578,261,1
0.906637191772,262,1
0.806443929672,263,1
0.657533764839,265,1
0.902514517307,266,1
0.938028097153,267,1
0.974895000458,268,1
0.967851042747,269,1
0.990812599659,271,1
0.133386537433,273,0
0.991157710552,276,1
0.0729163885117,277,0
0.915065407753,279,0
0.165326222777,285,0
0.960584998131,292,1
0.980921566486,293,1
0.939066231251,296,1
0.974743783474,298,1
0.871165335178,300,0
0.751649200916,301,1
0.963656783104,302,1
0.800607204437,303,1
0.811618030071,304,0
0.969980657101,306,1
0.933465182781,309,1
0.99352645874,310,1
0.973769783974,311,1
0.116869963706,312,0
0.917371749878,318,1
0.50304043293,320,0
0.874702870846,321,1
0.994340777397,325,1
0.913231670856,328,1
0.97824382782,332,1
0.875274658203,333,1
0.416619718075,334,0
0.522064685822,335,0
0.823498249054,339,0
0.667110919952,341,1
0.591280281544,342,1
0.305357426405,343,1
0.876793622971,344,0
0.851637125015,346,1
0.830692768097,349,1
0.884665250778,351,1
0.916561901569,353,1
0.905987620354,354,1
0.87770909071,355,1
0.378423720598,360,0
0.970747292042,362,1
0.985261619091,365,1
0.924756109715,366,1
0.658262968063,367,1
0.379235267639,369,0
0.927797853947,370,1
0.996462166309,371,1
0.855155646801,372,1
0.991056203842,373,1
0.763255178928,374,1
0.881869018078,375,1
0.981391966343,377,1
0.652874529362,379,0
0.987599372864,380,1
0.744449436665,381,1
0.850193619728,383,1
0.910047233105,386,1
0.789148747921,387,1
0.983507633209,390,1
0.841484606266,393,0
0.780873477459,394,1
0.768332123756,398,1
0.0300274137408,400,0
0.81226503849,401,1
0.889650583267,402,1
0.97545003891,403,1
0.786489784718,405,1
0.910765826702,406,1
0.912874698639,408,0
0.644695401192,411,1
0.369819551706,412,1
0.816257655621,415,1
0.887380361557,417,1
0.853145003319,421,1
0.795045495033,424,0
0.826848447323,425,0
0.931326925755,426,1
0.0166397802532,428,0
0.236171409488,435,0
0.936980485916,438,0
0.811713695526,439,1
0.68166744709,440,0
0.615960299969,441,1
0.373749405146,442,0
0.993092536926,443,1
0.96793192625,444,1
0.989473044872,445,0
0.935864269733,446,0
0.680447220802,447,0
0.93919634819,448,1
0.902340173721,449,1
0.919476270676,450,1
0.992182314396,453,1
0.645719528198,455,0
0.984999120235,456,1
0.0910145789385,459,0
0.542952537537,464,0
0.739232182503,466,1
0.992563784122,468,1
0.0970953255892,469,0
0.872607290745,470,1
0.936400711536,471,1
0.881246268749,472,1
0.801421880722,475,1
0.881449818611,476,1
0.942948102951,477,0
0.964831531048,478,1
0.439754724503,479,0
0.862614452839,482,1
0.673445999622,486,1
0.695731759071,488,1
0.527819931507,489,0
0.661930382252,493,1
0.630532026291,494,0
0.760767757893,495,0
0.998100101948,500,1
0.868605792522,504,1
0.693415641785,505,0
0.740444421768,512,1
0.928328335285,514,1
0.664893507957,516,0
0.938042163849,517,1
0.635989367962,518,0
0.907489299774,519,1
0.810902833939,520,1
0.663108944893,524,0
0.872518837452,526,1
0.91251796484,527,0
0.913227975368,528,1
0.740542888641,532,1
0.874340415001,536,1
0.777750194073,538,1
0.657818615437,539,1
0.729837119579,540,1
0.933762967587,546,1
0.851790487766,547,1
0.901451945305,548,0
0.928535819054,552,1
0.864985108376,554,0
0.580467045307,555,1
0.995188951492,557,1
0.472929090261,559,0
0.882574260235,561,1
0.581350684166,562,1
0.6922134161,565,1
0.880067944527,566,1
0.865473747253,568,1
0.889361619949,569,1
0.281569331884,570,0
0.985572099686,571,1
0.976409912109,574,1
0.984593331814,575,1
0.959643900394,576,1
0.596255779266,578,0
0.992436945438,579,1
0.807004451752,580,1
0.993330895901,581,1
0.93452078104,582,1
0.918806314468,587,1
0.787370920181,589,1
0.808493852615,592,1
0.844728291035,595,1
0.635855257511,596,1
0.592386722565,600,0
0.943789541721,601,1
0.695078849792,602,1
0.921102762222,605,1
0.990457117558,608,1
0.657986998558,610,1
0.645568370819,611,1
0.636242926121,612,1
0.958344638348,613,1
0.302667379379,621,0
0.99097520113,622,1
0.701753675938,624,1
0.903859436512,628,1
0.909162938595,629,0
0.917922973633,630,1
0.87884324789,631,1
0.784666180611,640,1
0.565587222576,641,0
0.492421656847,647,1
0.0735509768128,648,0
0.963653087616,649,1
0.276938140392,651,0
0.863402307034,652,1
0.780524432659,659,1
0.996558129787,662,1
0.504521012306,663,1
0.93069177866,664,1
0.850982606411,665,1
0.823930680752,666,0
0.673111557961,667,1
0.869501173496,670,1
0.616327762604,673,1
0.521494805813,674,0
0.613080143929,675,1
0.809457659721,677,1
0.445389211178,679,0
0.66361707449,681,0
0.912229418755,683,0
0.817145824432,688,0
0.865841984749,689,1
0.865653455257,690,1
0.875433325768,691,1
0.770564854145,692,1
0.968010544777,693,1
0.88265734911,695,1
0.927521646023,698,1
0.746610879898,700,0
0.94700050354,701,1
0.942916870117,703,1
0.98347234726,704,1
0.807663798332,705,1
0.66357588768,706,1
0.875886559486,709,1
0.629958510399,710,1
0.989920496941,711,1
0.965915620327,713,1
0.99028134346,714,1
0.994361758232,715,1
0.871341466904,716,0
0.96523308754,719,1
0.838701844215,722,1
0.86810284853,725,1
0.724451243877,726,1
0.207167819142,729,0
0.0284345131367,730,0
0.967698514462,732,1
0.894304573536,734,1
0.81277936697,736,1
0.761638760567,739,1
0.978917896748,741,1
0.917058289051,744,1
0.740113973618,751,1
0.518592894077,752,1
0.964148104191,754,1
0.921860098839,757,1
0.644715845585,759,1
0.774237632751,761,1
0.0324943996966,764,0
0.987141251564,766,1
0.966747045517,769,1
0.716047585011,771,0
0.985188364983,776,1
0.593056738377,779,1
0.224036991596,781,0
0.942103981972,784,1
0.712752699852,785,1
0.878132641315,791,1
0.66081827879,792,1
0.930408000946,794,1
0.943799316883,796,1
0.970373809338,797,1
0.410215914249,798,0
0.726946055889,799,0
0.460208505392,800,1
0.445440709591,801,0
0.978105485439,802,1
0.991517305374,803,1
0.58915501833,804,1
0.979285120964,805,1
0.766446769238,806,1
0.803433477879,808,1
0.993705570698,812,1
0.985838711262,814,1
0.877073287964,817,1
0.376484423876,818,1
0.751749157906,819,1
0.801547646523,820,1
0.951799213886,822,1
0.836102724075,824,1
0.572058856487,828,1
0.984952509403,829,1
0.971832990646,830,1
0.161160245538,831,0
0.906034946442,835,1
0.935008764267,836,1
0.94717669487,840,1
0.946512162685,841,1
0.974248290062,842,1
0.786144554615,847,1
0.65417188406,849,0
0.566908895969,853,0
0.89332485199,854,1
0.646099448204,857,1
0.731481611729,858,1
0.77624630928,859,1
0.833276093006,860,0
0.972334086895,866,1
0.895798444748,870,1
0.739044725895,871,0
0.968688607216,872,1
0.987892925739,874,1
0.907981932163,876,1
0.818912744522,878,1
0.877969145775,884,1
0.494824528694,885,1
0.790809929371,886,1
0.947378158569,889,1
0.979885518551,891,1
0.987405836582,892,1
0.517509043217,893,0
0.710648834705,894,0
0.749287068844,895,1
0.601907253265,896,1
0.463839828968,898,0
0.926271557808,899,1
0.880005538464,901,0
0.960117042065,903,1
0.976837515831,905,1
0.818481087685,907,1
0.684013903141,908,0
0.73345887661,909,1
0.850939810276,911,1
0.986448705196,912,1
0.96399474144,916,1
0.692300021648,917,0
0.759181916714,919,1
0.580453455448,921,0
0.995949029922,922,1
0.813109397888,924,1
0.848701477051,925,1
0.696197807789,928,1
0.5052703619,935,1
0.704966247082,937,1
0.956775844097,938,1
0.910139977932,940,1
0.992282927036,942,1
0.987825930119,944,1
0.86324095726,945,1
0.607395470142,946,0
0.978362262249,954,1
0.752313315868,955,0
0.880746245384,957,1
0.396074682474,958,0
0.590560734272,959,0
0.975127458572,960,1
0.474833667278,963,1
0.685218751431,964,0
0.724640965462,965,0
0.960831403732,966,1
0.621577203274,967,0
0.899151146412,969,1
0.81708663702,970,1
0.477667957544,973,0
0.703203499317,974,1
0.932331204414,975,1
0.851693689823,976,1
0.757822811604,978,0
0.938713133335,979,1
0.746231913567,980,1
0.993878662586,982,1
0.961397230625,983,1
0.978140830994,984,1
0.852258622646,986,1
0.910040616989,988,0
0.90783905983,990,1
0.758815944195,991,1
0.75685685873,992,0
0.814747154713,995,0
0.647273004055,996,1
0.761154830456,1000,0
0.866738319397,1001,1
0.928458929062,1006,0
0.836794435978,1009,1
0.966591179371,1010,1
0.837689876556,1011,1
0.772940635681,1012,0
0.40607047081,1013,1
0.986407637596,1015,1
0.937835037708,1017,1
0.76038479805,1018,1
0.792431592941,1019,0
0.634459972382,1020,1
0.704032480717,1022,0
0.850628495216,1024,1
0.713943183422,1025,1
0.927508354187,1027,1
0.892369031906,1034,1
0.579690635204,1035,1
0.831314027309,1038,1
0.976071000099,1040,1
0.973443090916,1041,1
0.539721548557,1042,1
0.679249227047,1043,1
0.0419094748795,1044,0
0.758789241314,1045,1
0.939456582069,1048,1
0.755150258541,1050,1
0.679739296436,1051,0
0.837459743023,1052,0
0.946550190449,1053,1
0.979837119579,1054,1
0.98193949461,1056,1
0.908199667931,1058,1
0.534133911133,1061,0
0.772364616394,1064,1
0.707171261311,1065,1
0.986242294312,1069,1
0.98443210125,1072,1
0.793898880482,1078,1
0.798049986362,1080,0
0.865803539753,1081,1
0.991282105446,1082,1
0.990121364594,1084,1
0.616449177265,1086,1
0.804664492607,1090,1
0.904464781284,1091,1
0.681919515133,1093,0
0.902009785175,1094,1
0.799236595631,1096,0
0.845195293427,1097,1
0.87510317564,1098,0
0.755078792572,1099,1
0.852057278156,1100,1
0.727414369583,1101,1
0.850869953632,1102,1
0.817060232162,1103,0
0.827368974686,1105,1
0.551224052906,1107,0
0.925036370754,1109,1
0.541934907436,1111,0
0.620822310448,1112,1
0.991768360138,1113,1
0.343537092209,1114,1
0.438902586699,1115,1
0.421526044607,1116,0
0.962241530418,1120,1
0.901836693287,1123,1
0.912655770779,1127,1
0.651891708374,1130,1
0.883161246777,1135,0
0.63365572691,1136,0
0.716959834099,1142,1
0.789153814316,1148,1
0.80601733923,1150,1
0.887644767761,1152,1
0.95173060894,1153,1
0.949894785881,1155,1
0.823671936989,1157,1
0.658980250359,1159,1
0.984708309174,1160,1
0.731703937054,1161,0
0.885377347469,1162,0
0.732346236706,1163,1
0.989770174026,1164,1
0.785159051418,1170,1
0.783348619938,1172,1
0.62801861763,1174,1
0.994353175163,1176,1
0.868299543858,1177,1
0.834175348282,1178,1
0.966075658798,1179,1
0.819505870342,1180,1
0.768117725849,1183,1
0.85129982233,1185,1
0.733919799328,1186,0
0.653136849403,1188,1
0.0514357611537,1191,0
0.96581619978,1192,1
0.509463191032,1195,0
0.745090961456,1197,1
0.849301576614,1198,1
0.715661525726,1199,1
0.972137868404,1200,0
0.920762360096,1201,1
0.907999634743,1204,1
0.709731519222,1205,1
0.843560636044,1207,1
0.716705143452,1208,1
0.300831466913,1210,0
0.988215684891,1213,1
0.864674627781,1214,0
0.448913216591,1217,0
0.928144693375,1218,0
0.785309612751,1219,1
0.658827781677,1221,0
0.988212883472,1225,1
0.496086001396,1226,1
0.694959044456,1228,1
0.977088749409,1231,1
0.610243082047,1232,0
0.434353619814,1234,1
0.981213510036,1235,1
0.0716451629996,1237,0
0.482950001955,1238,0
0.586602270603,1239,1
0.843930482864,1240,1
0.897247374058,1241,1
0.632330060005,1243,1
0.822448849678,1244,1
0.989931106567,1247,1
0.880094707012,1248,1
0.935293257236,1251,1
0.680190086365,1252,0
0.86039185524,1254,1
0.786784946918,1255,1
0.511070370674,1256,1
0.976656258106,1257,1
0.456876337528,1260,0
0.621007502079,1261,0
0.982031941414,1264,1
0.730296194553,1273,0
0.850162863731,1274,1
0.413048952818,1275,0
0.953544139862,1278,1
0.901907980442,1281,1
0.933753073215,1282,1
0.851080000401,1284,1
0.717646420002,1287,1
0.815283596516,1288,1
0.753387331963,1289,0
0.870817542076,1291,1
0.933145463467,1292,1
0.633802592754,1294,1
0.917627692223,1296,1
0.742747843266,1298,0
0.751510560513,1310,1
0.914265990257,1311,1
0.966167449951,1315,1
0.774543762207,1317,1
0.960999846458,1321,1
0.880760788918,1324,1
0.532387197018,1326,1
0.912717759609,1327,1
0.989505052567,1328,1
0.906275629997,1331,1
0.609610617161,1332,1
0.885696053505,1333,1
0.952038228512,1335,1
0.981339752674,1336,1
0.818267166615,1338,1
0.993322432041,1339,1
0.732612133026,1343,1
0.744024217129,1344,1
0.971740484238,1345,1
0.902078449726,1346,0
0.385073810816,1348,0
0.587681233883,1351,0
0.913881719112,1352,1
0.152452737093,1353,1
0.841688632965,1354,1
0.873777091503,1360,0
0.986139416695,1362,1
0.825753211975,1364,1
0.822901308537,1365,1
0.603111207485,1368,1
0.743248283863,1369,1
0.949829876423,1371,1
0.667042911053,1372,0
0.965491354465,1373,1
0.96863090992,1374,1
0.510976910591,1376,0
0.201195567846,1378,0
0.996620297432,1380,1
0.564695835114,1383,1
0.775685250759,1384,1
0.668598175049,1386,0
0.980562329292,1388,1
0.682532608509,1390,1
0.991237401962,1391,1
0.913469314575,1394,1
0.758509218693,1397,1
0.757190108299,1398,1
0.770206153393,1403,0
0.760942816734,1404,0
0.931474089622,1406,0
0.906113147736,1408,1
0.813366532326,1410,1
0.77895617485,1411,0
0.923713505268,1412,1
0.931084036827,1416,1
0.954213500023,1418,1
0.435738265514,1419,1
0.974853217602,1420,1
0.586929619312,1424,1
0.728628277779,1427,0
0.940293371677,1432,1
0.827066838741,1434,1
0.67032790184,1437,1
0.765684425831,1440,0
0.858712136745,1441,1
0.759371757507,1443,1
0.871115803719,1444,1
0.970731556416,1445,1
0.90301322937,1446,1
0.90405023098,1447,1
0.67368710041,1450,1
0.883534610271,1452,1
0.602541685104,1454,1
0.627285957336,1457,0
0.763030230999,1460,1
0.992229163647,1461,1
0.802817106247,1462,1
0.933628559113,1464,1
0.973843812943,1465,1
0.597085893154,1467,1
0.729541420937,1469,0
0.950340032578,1470,0
0.872792720795,1475,1
0.996977925301,1480,1
0.927444338799,1483,1
0.936787307262,1484,1
0.699764192104,1485,0
0.608212530613,1486,0
0.967589497566,1488,1
0.895275235176,1489,1
0.417994618416,1491,1
0.939429581165,1492,1
0.521658837795,1501,0
0.763580262661,1502,0
0.712323725224,1503,1
0.989862442017,1504,1
0.764697551727,1506,1
0.496268779039,1509,1
0.96611225605,1512,1
0.866551816463,1515,1
0.855312466621,1516,1
0.931082963943,1517,1
0.898824036121,1521,1
0.95604634285,1525,1
0.788258612156,1526,1
0.793980717659,1531,0
0.980300962925,1533,0
0.758489727974,1535,1
0.425713390112,1538,0
0.739355027676,1539,1
0.86667239666,1541,1
0.907190263271,1542,1
0.710551798344,1544,1
0.483567506075,1545,0
0.68813765049,1547,1
0.633010983467,1548,1
0.632761538029,1550,0
0.907160162926,1551,1
0.954116106033,1552,1
0.420134872198,1554,0
0.926306128502,1555,1
0.990340054035,1556,1
0.927569687366,1557,1
0.811525225639,1559,1
0.700308680534,1563,1
0.863539099693,1564,1
0.891018807888,1566,1
0.796600520611,1567,1
0.968715906143,1568,1
0.75658082962,1569,0
0.701639592648,1570,1
0.97586107254,1571,1
0.670315563679,1572,1
0.841845035553,1574,1
0.958400905132,1575,1
0.961503148079,1578,1
0.973604917526,1583,1
0.654965162277,1585,1
0.841805934906,1587,1
0.953128635883,1590,1
0.458966106176,1591,0
0.856909394264,1592,0
0.904389798641,1593,1
0.692615389824,1594,1
0.146131411195,1596,0
0.470841318369,1597,1
0.582006752491,1601,1
0.972318053246,1602,1
0.861589729786,1603,1
0.986737430096,1604,1
0.706926822662,1606,1
0.839298725128,1607,1
0.611430943012,1608,0
0.873311638832,1611,1
0.995547175407,1612,1
0.672880768776,1613,1
0.90994066,1614,1
0.907449960709,1616,1
0.893074035645,1618,1
0.300457298756,1620,0
0.381558865309,1623,1
0.959602415562,1624,1
0.929271161556,1625,1
0.0569358281791,1626,0
0.90476167202,1627,1
0.756108224392,1632,0
0.981265127659,1634,1
0.740202844143,1635,1
0.986445963383,1639,1
0.932184696198,1640,1
0.901152431965,1641,1
0.959278106689,1642,1
0.783368110657,1649,1
0.0528350844979,1653,0
0.975629508495,1656,1
0.98727440834,1659,1
0.969482779503,1660,1
0.956910669804,1661,1
0.775858700275,1662,1
0.77840089798,1664,1
0.968434870243,1667,1
0.904915750027,1668,1
0.752343058586,1670,0
0.703011393547,1671,1
0.846571981907,1672,1
0.689701974392,1673,0
0.909849345684,1674,1
0.884178698063,1676,1
0.513781666756,1677,1
0.695989251137,1682,0
0.48852083087,1683,1
0.13582059741,1685,0
0.679862201214,1686,0
0.80927836895,1689,1
0.924438655376,1690,1
0.778393983841,1691,1
0.984990060329,1693,1
0.705496907234,1702,0
0.89786529541,1703,0
0.982866704464,1707,1
0.955448329449,1710,1
0.89691400528,1711,1
0.971332848072,1714,1
0.987470448017,1716,1
0.99567514658,1717,1
0.852441310883,1719,0
0.569457113743,1722,0
0.601916313171,1723,1
0.472820103168,1727,0
0.960605680943,1730,1
0.936027467251,1731,1
0.923954308033,1732,1
0.7088996768,1733,1
0.277421593666,1734,0
0.704465031624,1735,1
0.886404693127,1736,1
0.528230905533,1737,0
0.876660823822,1740,1
0.0246010068804,1742,0
0.73456966877,1744,0
0.798410654068,1746,1
0.955231070518,1747,1
0.532408058643,1748,1
0.666792809963,1749,1
0.722247838974,1752,1
0.785311698914,1754,1
0.706988930702,1756,1
0.615753412247,1760,0
0.93410307169,1761,1
0.837764501572,1764,1
0.127157300711,1765,1
0.980997622013,1766,1
0.708675265312,1768,1
0.951373457909,1771,1
0.47729498148,1772,1
0.995042681694,1773,1
0.81648850441,1774,1
0.600313723087,1775,1
0.564688324928,1776,0
0.733877420425,1777,1
0.389530569315,1779,0
0.965286076069,1780,1
0.934666216373,1782,1
0.93978536129,1783,0
0.969304561615,1785,1
0.998109221458,1791,1
0.882459521294,1792,1
0.833801388741,1793,1
0.844961702824,1796,0
0.998856544495,1798,1
0.723095774651,1799,1
0.965396046638,1800,1
0.666441619396,1803,1
0.755812585354,1804,0
0.836869120598,1805,1
0.769419968128,1806,1
0.845968604088,1807,1
0.978312134743,1808,1
0.884673714638,1812,1
0.91386526823,1813,1
0.888328254223,1814,0
0.532400608063,1815,1
0.798121571541,1819,0
0.392742812634,1824,1
0.512678980827,1825,0
0.991490066051,1826,1
0.704646468163,1827,1
0.89920604229,1828,1
0.865392625332,1830,1
0.817178308964,1831,1
0.727352440357,1832,1
0.851204097271,1835,1
0.767993986607,1838,1
0.914181172848,1840,0
0.944699347019,1841,1
0.215107873082,1843,0
0.682227373123,1844,0
0.90680205822,1846,1
0.777944982052,1847,1
0.947095453739,1848,1
0.810409903526,1850,1
0.933896422386,1854,1
0.994633793831,1858,1
0.855030536652,1863,1
0.630283713341,1866,1
0.883244991302,1867,0
0.808802723885,1868,1
0.728755652905,1870,1
0.798587679863,1876,1
0.958459794521,1877,1
0.989840447903,1881,1
0.608036994934,1883,0
0.733364164829,1884,0
0.990009725094,1885,0
0.927423357964,1886,1
0.845017910004,1888,1
0.799203157425,1889,1
0.861198663712,1890,0
0.973696410656,1891,1
0.587148010731,1892,1
0.921683073044,1894,0
0.919502139091,1895,1
0.698804676533,1897,1
0.89848703146,1898,1
0.763221740723,1899,1
0.642797350883,1901,1
0.811497211456,1903,1
0.944629132748,1905,1
0.707852482796,1908,1
0.486742049456,1910,1
0.977375328541,1912,1
0.871324777603,1914,0
0.917624473572,1916,1
0.916270017624,1920,1
0.792610406876,1924,1
0.997438311577,1925,1
0.995810627937,1930,1
0.948728621006,1933,1
0.892396450043,1934,1
0.948781371117,1935,1
0.815168261528,1936,1
0.924009799957,1937,1
0.98895418644,1939,1
0.916080713272,1943,1
0.811868429184,1945,1
0.958006322384,1946,1
0.994812488556,1947,1
0.918971478939,1950,1
0.366575032473,1952,0
0.946839809418,1960,0
0.978902697563,1963,1
0.386028647423,1964,0
0.644083499908,1966,1
0.791555941105,1967,1
0.991643190384,1968,1
0.961738824844,1970,1
0.932561218739,1972,1
0.927366137505,1973,1
0.698928713799,1974,0
0.805484652519,1975,1
0.789132893085,1976,0
0.687895357609,1977,1
0.928091824055,1979,0
0.423043519258,1980,0
0.956806302071,1981,1
0.865825533867,1983,1
0.815254986286,1992,0
0.590867519379,1995,0
0.975964844227,1996,1
0.689856827259,1997,0
0.810012698174,1998,1
0.872442126274,2005,1
0.476740568876,2006,1
0.856300294399,2007,0
0.505071222782,2009,0
0.688254654408,2010,1
0.614734351635,2012,0
0.974378407001,2014,1
0.977253377438,2015,1
0.884340643883,2016,1
0.897236347198,2018,1
0.807699739933,2019,1
0.960959434509,2022,1
0.933792769909,2023,1
0.995745837688,2025,1
0.803216636181,2027,0
0.828754544258,2028,0
0.776502966881,2029,1
0.983324229717,2030,1
0.991553843021,2032,1
0.351619571447,2033,0
0.572150349617,2034,0
0.981930851936,2036,1
0.974922120571,2037,1
0.770441710949,2038,0
0.94182908535,2041,1
0.538375735283,2042,1
0.850198090076,2043,1
0.936657607555,2049,1
0.78631567955,2050,1
0.946218550205,2051,1
0.97842258215,2056,1
0.937419593334,2057,1
0.62315094471,2061,0
0.953282117844,2062,1
0.966979920864,2067,1
0.894109547138,2068,1
0.100299797952,2069,0
0.992836654186,2071,1
0.771911144257,2072,0
0.57059442997,2074,1
0.832697808743,2075,0
0.92157793045,2079,1
0.82680273056,2080,0
0.876364827156,2081,0
0.974851965904,2083,1
0.92284566164,2085,1
0.726168274879,2087,0
0.853041172028,2089,1
0.925663709641,2092,1
0.839680075645,2093,1
0.775574564934,2094,1
0.982741892338,2096,1
0.979742705822,2098,1
0.710661947727,2099,1
0.765813112259,2100,1
0.776720941067,2103,0
0.843220174313,2104,1
0.762718439102,2108,1
0.840530574322,2109,1
0.585688829422,2111,1
0.870420217514,2112,1
0.837572515011,2116,0
0.266450315714,2117,1
0.171838268638,2121,0
0.896217644215,2123,1
0.745717823505,2124,1
0.295573353767,2125,0
0.903838932514,2126,1
0.662426829338,2127,1
0.990356981754,2130,1
0.947812080383,2131,1
0.580314040184,2133,0
0.685255587101,2134,0
0.76318281889,2135,1
0.984600484371,2137,1
0.785033643246,2138,1
0.805382966995,2144,1
0.817177891731,2145,1
0.69214040041,2149,1
0.937663972378,2150,1
0.982318162918,2152,0
0.902410805225,2155,1
0.937600433826,2157,1
0.968460023403,2158,1
0.733624279499,2159,1
0.980819761753,2160,1
0.759841322899,2166,1
0.919027686119,2167,1
0.35112965107,2170,1
0.67685353756,2171,0
0.764613211155,2172,0
0.664773523808,2173,1
0.66454654932,2174,1
0.707296013832,2179,1
0.806225597858,2180,0
0.859147667885,2181,1
0.99770617485,2183,1
0.603006601334,2185,0
0.622306168079,2186,0
0.805709719658,2187,0
0.996310770512,2188,1
0.793747663498,2189,1
0.927478373051,2190,1
0.673502206802,2192,0
0.99813747406,2195,1
0.534734368324,2197,0
0.873616397381,2201,1
0.811472833157,2203,1
0.844354331493,2204,1
0.752974569798,2205,1
0.946190416813,2206,1
0.868294119835,2207,0
0.498293042183,2208,1
0.673085033894,2210,0
0.52002710104,2211,0
0.707388579845,2212,1
0.93994218111,2214,1
0.332530260086,2215,0
0.882808864117,2216,1
0.695178031921,2219,0
0.718374848366,2220,1
0.94815081358,2221,1
0.991212904453,2222,1
0.829388082027,2223,1
0.770878136158,2226,1
0.979672789574,2227,1
0.978016078472,2228,1
0.299540042877,2229,0
0.899747252464,2230,1
0.795329272747,2232,1
0.935973882675,2236,1
0.800835311413,2239,1
0.895818769932,2241,1
0.735311746597,2243,1
0.911356568336,2245,1
0.94993519783,2251,1
0.762236118317,2253,1
0.944844067097,2255,1
0.448527157307,2256,1
0.169875279069,2259,0
0.744274795055,2260,1
0.718965768814,2261,1
0.596540689468,2263,1
0.898980081081,2264,1
0.676515579224,2266,0
0.839198470116,2267,1
0.959043502808,2269,1
0.508491277695,2271,0
0.839467287064,2272,1
0.878139555454,2273,1
0.987882733345,2274,1
0.447418093681,2275,1
0.917729973793,2276,1
0.994926810265,2277,1
0.680128514767,2278,0
0.97285592556,2279,1
0.990931391716,2282,1
0.885952532291,2284,1
0.794840931892,2286,1
0.915177643299,2287,1
0.927692770958,2288,1
0.259269416332,2292,0
0.758546113968,2296,0
0.986808359623,2297,1
0.98433727026,2298,1
0.996465086937,2299,1
0.373383283615,2301,0
0.982988774776,2302,1
0.479215830564,2303,1
0.908017277718,2305,1
0.964587748051,2306,0
0.904514253139,2308,1
0.972386717796,2309,1
0.965372920036,2311,1
0.73370975256,2314,0
0.601104855537,2315,0
0.985431849957,2316,0
0.842236816883,2317,1
0.518023431301,2320,0
0.907958447933,2321,1
0.605087399483,2323,1
0.983527123928,2325,1
0.835883975029,2327,1
0.627945959568,2329,0
0.994924902916,2330,1
0.863045036793,2332,1
0.984825789928,2333,1
0.718818724155,2337,1
0.974733710289,2338,1
0.980381608009,2342,1
0.807597696781,2343,1
0.700429975986,2345,0
