ID,XGB1234kb4c,target
546,0.913922691482,1
547,0.856553147575,1
548,0.7794995735,0
552,0.872311212815,1
554,0.737754452926,0
555,0.563431247339,1
557,0.953542872898,1
559,0.410470409712,0
561,0.740109140518,1
562,0.677494199536,1
565,0.71102661597,1
566,0.812884784521,1
568,0.737938909506,1
569,0.7468719923,1
570,0.582969432314,0
571,0.951111111111,1
574,0.980553477936,1
575,0.956471271039,1
576,0.973938942666,1
578,0.633903133903,0
579,0.960401267159,1
580,0.80487804878,1
581,0.95110505601,1
582,0.778318810866,1
587,0.861448711716,1
589,0.812884784521,1
592,0.786030428769,1
595,0.56830008673,1
596,0.737754452926,1
600,0.501022494888,0
601,0.941292356186,1
602,0.662790697674,1
605,0.867699836868,1
608,0.976527900797,1
610,0.686654135338,1
611,0.501796945193,1
612,0.658536585366,1
613,0.835064935065,1
621,0.615428571429,0
622,0.964234104046,1
624,0.651553468208,1
628,0.909199237369,1
629,0.866883116883,0
630,0.819090909091,1
631,0.776712046205,1
640,0.700537955768,1
641,0.533519553073,0
647,0.56830008673,1
648,0.0357894736842,0
649,0.913922691482,1
651,0.16995447648,0
652,0.72961249277,1
659,0.739804469274,1
662,0.99556400507,1
663,0.740109140518,1
664,0.86930545183,1
665,0.743498817967,1
666,0.798824593128,0
667,0.638603952965,1
670,0.61316872428,1
673,0.563431247339,1
674,0.638603952965,0
675,0.590069284065,1
677,0.853275794429,1
679,0.541907514451,0
681,0.743498817967,0
683,0.833333333333,0
688,0.781141034201,0
689,0.71102661597,1
690,0.898395721925,1
691,0.745555555556,1
692,0.757004830918,1
693,0.897851819377,1
695,0.7794995735,1
698,0.708730741012,1
700,0.700537955768,0
701,0.909199237369,1
703,0.918715015819,1
704,0.974358974359,1
705,0.522316043426,1
706,0.687169811321,1
709,0.861928616155,1
710,0.61970074813,1
711,0.976298997265,1
713,0.740109140518,1
714,0.981798715203,1
715,0.960163432074,1
716,0.7794995735,0
719,0.95110505601,1
722,0.687169811321,1
725,0.848857644991,1
726,0.708730741012,1
729,0.2421875,0
730,0.0357894736842,0
732,0.909199237369,1
734,0.941292356186,1
736,0.867699836868,1
739,0.56830008673,1
741,0.86962276638,1
744,0.893343419062,1
751,0.647940074906,1
752,0.4888996139,1
754,0.921836228288,1
757,0.844142259414,1
759,0.687169811321,1
761,0.662790697674,1
764,0.0369565217391,0
766,0.974598930481,1
769,0.931888544892,1
771,0.686654135338,0
776,0.840114887506,1
779,0.662790697674,1
781,0.446614583333,0
784,0.917875069716,1
785,0.785966460724,1
791,0.737754452926,1
792,0.636897590362,1
794,0.861928616155,1
796,0.837927514038,1
797,0.897851819377,1
798,0.459420289855,0
799,0.700537955768,0
800,0.459420289855,1
801,0.812884784521,0
802,0.95110505601,1
803,0.986445783133,1
804,0.562852538276,1
805,0.956471271039,1
806,0.636897590362,1
808,0.638603952965,1
812,0.980553477936,1
814,0.983789954338,1
817,0.646195326543,1
818,0.491264559068,1
819,0.72961249277,1
820,0.786030428769,1
822,0.918715015819,1
824,0.687169811321,1
828,0.453514739229,1
829,0.974358974359,1
830,0.867699836868,1
831,0.740109140518,0
835,0.844142259414,1
836,0.976527900797,1
840,0.861448711716,1
841,0.899330042313,1
842,0.979584261321,1
847,0.80381348274,1
849,0.697980272428,0
853,0.566570188133,0
854,0.876156217883,1
857,0.61316872428,1
858,0.740109140518,1
859,0.743498817967,1
860,0.785223367698,0
866,0.964234104046,1
870,0.913922691482,1
871,0.563431247339,0
872,0.931888544892,1
874,0.983761598858,1
876,0.872311212815,1
878,0.737754452926,1
884,0.633903133903,1
885,0.522316043426,1
886,0.740109140518,1
889,0.939655172414,1
891,0.912858249419,1
892,0.961405244928,1
893,0.563431247339,0
894,0.61970074813,0
895,0.621125143513,1
896,0.646195326543,1
898,0.60706401766,0
899,0.85039817975,1
901,0.976298997265,0
903,0.916472778036,1
905,0.953542872898,1
907,0.816239316239,1
908,0.617901234568,0
909,0.690154440154,1
911,0.853275794429,1
912,0.956471271039,1
916,0.913922691482,1
917,0.686654135338,0
919,0.617315738655,1
921,0.647940074906,0
922,0.986445783133,1
924,0.690154440154,1
925,0.856553147575,1
928,0.691568047337,1
935,0.428018575851,1
937,0.695727084769,1
938,0.80487804878,1
940,0.840438871473,1
942,0.983401430031,1
944,0.956471271039,1
945,0.816239316239,1
946,0.541907514451,0
954,0.901886792453,1
955,0.615428571429,0
957,0.840438871473,1
958,0.539883268482,0
959,0.636897590362,0
960,0.917875069716,1
963,0.61316872428,1
964,0.708732057416,0
965,0.700074515648,0
966,0.899330042313,1
967,0.567023554604,0
969,0.926755447942,1
970,0.658536585366,1
973,0.482563619227,0
974,0.700074515648,1
975,0.853275794429,1
976,0.737754452926,1
978,0.617315738655,0
979,0.861448711716,1
980,0.773014959724,1
982,0.96287367406,1
983,0.918715015819,1
984,0.953542872898,1
986,0.856553147575,1
988,0.773014959724,0
990,0.85039817975,1
991,0.812884784521,1
992,0.740109140518,0
995,0.764117647059,0
996,0.563431247339,1
1000,0.644168962351,0
1001,0.80381348274,1
1006,0.801229508197,0
1009,0.917875069716,1
1010,0.872311212815,1
1011,0.853275794429,1
1012,0.812884784521,0
1013,0.482563619227,1
1015,0.971089696071,1
1017,0.918313570488,1
1018,0.743498817967,1
1019,0.690154440154,0
1020,0.686285714286,1
1022,0.642857142857,0
1024,0.737938909506,1
1025,0.651553468208,1
1027,0.926755447942,1
1034,0.909199237369,1
1035,0.565197428834,1
1038,0.764117647059,1
1040,0.974358974359,1
1041,0.950943396226,1
1042,0.421708185053,1
1043,0.639240506329,1
1044,0.0368763557484,0
1045,0.617315738655,1
1048,0.918715015819,1
1050,0.7794995735,1
1051,0.700537955768,0
1052,0.646195326543,0
1053,0.920131845842,1
1054,0.920131845842,1
1056,0.953240477544,1
1058,0.872311212815,1
1061,0.61316872428,0
1064,0.741778651808,1
1065,0.56830008673,1
1069,0.80381348274,1
1072,0.961405244928,1
1078,0.687169811321,1
1080,0.798824593128,0
1081,0.85039817975,1
1082,0.986445783133,1
1084,0.960401267159,1
1086,0.786030428769,1
1090,0.737754452926,1
1091,0.740109140518,1
1093,0.743243243243,0
1094,0.638603952965,1
1096,0.804593373494,0
1097,0.790922619048,1
1098,0.812884784521,0
1099,0.844142259414,1
1100,0.802245789145,1
1101,0.737938909506,1
1102,0.80381348274,1
1103,0.658833063209,0
1105,0.804593373494,1
1107,0.644168962351,0
1109,0.86930545183,1
1111,0.615428571429,0
1112,0.60706401766,1
1113,0.983606557377,1
1114,0.479405806887,1
1115,0.539883268482,1
1116,0.428018575851,0
1120,0.893343419062,1
1123,0.816239316239,1
1127,0.866063348416,1
1130,0.686654135338,1
1135,0.802245789145,0
1136,0.641911764706,0
1142,0.658536585366,1
1148,0.804593373494,1
1150,0.773014959724,1
1152,0.851851851852,1
1153,0.926755447942,1
1155,0.946870451237,1
1157,0.786030428769,1
1159,0.535405872193,1
1160,0.951111111111,1
1161,0.712166172107,0
1162,0.848857644991,0
1163,0.687169811321,1
1164,0.950943396226,1
1170,0.739804469274,1
1172,0.773014959724,1
1174,0.72961249277,1
1176,0.982993197279,1
1177,0.743498817967,1
1178,0.810091743119,1
1179,0.953240477544,1
1180,0.743243243243,1
1183,0.776712046205,1
1185,0.798824593128,1
1186,0.617315738655,0
1188,0.658833063209,1
1191,0.0357142857143,0
1192,0.975115207373,1
1195,0.356748224152,0
1197,0.553990610329,1
1198,0.776712046205,1
1199,0.740109140518,1
1200,0.950943396226,0
1201,0.911007025761,1
1204,0.86962276638,1
1205,0.646195326543,1
1207,0.690154440154,1
1208,0.687169811321,1
1210,0.410470409712,0
1213,0.976298997265,1
1214,0.741778651808,0
1217,0.482563619227,0
1218,0.804593373494,0
1219,0.861928616155,1
1221,0.563431247339,0
1225,0.926755447942,1
1226,0.638603952965,1
1228,0.804593373494,1
1231,0.953542872898,1
1232,0.592920353982,0
1234,0.56830008673,1
1235,0.946870451237,1
1237,0.0224719101124,0
1238,0.482563619227,0
1239,0.617315738655,1
1240,0.774215867159,1
1241,0.839312406577,1
1243,0.61970074813,1
1244,0.830909090909,1
1247,0.953240477544,1
1248,0.798824593128,1
1251,0.687169811321,1
1252,0.647940074906,0
1254,0.774215867159,1
1255,0.687169811321,1
1256,0.567023554604,1
1257,0.930921052632,1
1260,0.408970976253,0
1261,0.61316872428,0
1264,0.983333333333,1
1273,0.617315738655,0
1274,0.80487804878,1
1275,0.373979591837,0
1278,0.867263843648,1
1281,0.88,1
1282,0.956471271039,1
1284,0.764117647059,1
1287,0.7468719923,1
1288,0.786290322581,1
1289,0.638603952965,0
1291,0.86930545183,1
1292,0.840438871473,1
1294,0.460024600246,1
1296,0.846220677672,1
1298,0.835064935065,0
1310,0.781609195402,1
1311,0.964234104046,1
1315,0.72961249277,1
1317,0.61316872428,1
1321,0.847107438017,1
1324,0.872311212815,1
1326,0.636897590362,1
1327,0.840438871473,1
1328,0.975115207373,1
1331,0.785966460724,1
1332,0.535405872193,1
1333,0.778318810866,1
1335,0.844142259414,1
1336,0.976298997265,1
1338,0.847107438017,1
1339,0.982993197279,1
1343,0.698912198912,1
1344,0.697980272428,1
1345,0.918715015819,1
1346,0.80381348274,0
1348,0.565197428834,0
1351,0.651553468208,0
1352,0.862208987547,1
1353,0.522316043426,1
1354,0.851851851852,1
1360,0.741778651808,0
1362,0.96287367406,1
1364,0.812330009066,1
1365,0.91784989858,1
1368,0.539883268482,1
1369,0.737938909506,1
1371,0.801229508197,1
1372,0.646195326543,0
1373,0.918715015819,1
1374,0.893343419062,1
1376,0.543416572077,0
1378,0.379129734085,0
1380,0.974358974359,1
1383,0.479405806887,1
1384,0.777067153952,1
1386,0.61316872428,0
1388,0.953542872898,1
1390,0.737938909506,1
1391,0.920131845842,1
1394,0.781609195402,1
1397,0.690154440154,1
1398,0.740109140518,1
1403,0.64683600713,0
1404,0.644168962351,0
1406,0.909210526316,0
1408,0.816239316239,1
1410,0.698912198912,1
1411,0.644168962351,0
1412,0.840438871473,1
1416,0.862208987547,1
1418,0.870615486433,1
1419,0.410470409712,1
1420,0.918313570488,1
1424,0.553719008264,1
1427,0.662790697674,0
1432,0.94385026738,1
1434,0.802245789145,1
1437,0.564864864865,1
1440,0.686654135338,0
1441,0.844142259414,1
1443,0.61970074813,1
1444,0.804593373494,1
1445,0.862208987547,1
1446,0.918715015819,1
1447,0.777932636469,1
1450,0.657863501484,1
1452,0.861448711716,1
1454,0.64683600713,1
1457,0.698912198912,0
1460,0.821153846154,1
1461,0.983789954338,1
1462,0.737754452926,1
1464,0.851851851852,1
1465,0.919764011799,1
1467,0.403174603175,1
1469,0.562852538276,0
1470,0.862208987547,0
1475,0.846220677672,1
1480,0.960163432074,1
1483,0.874810318665,1
1484,0.974358974359,1
1485,0.764198782961,0
1486,0.61316872428,0
1488,0.983761598858,1
1489,0.86620795107,1
1491,0.636363636364,1
1492,0.909199237369,1
1501,0.535405872193,0
1502,0.698912198912,0
1503,0.686654135338,1
1504,0.963926174497,1
1506,0.647940074906,1
1509,0.533632286996,1
1512,0.893343419062,1
1515,0.80381348274,1
1516,0.781141034201,1
1517,0.86962276638,1
1521,0.757004830918,1
1525,0.953240477544,1
1526,0.743498817967,1
1531,0.80381348274,0
1533,0.917875069716,0
1535,0.745555555556,1
1538,0.408970976253,0
1539,0.777067153952,1
1541,0.737938909506,1
1542,0.895597210113,1
1544,0.688014101058,1
1545,0.539883268482,0
1547,0.641911764706,1
1548,0.535405872193,1
1550,0.7794995735,0
1551,0.870615486433,1
1552,0.841540626099,1
1554,0.395953757225,0
1555,0.840438871473,1
1556,0.974012474012,1
1557,0.876156217883,1
1559,0.774215867159,1
1563,0.700186219739,1
1564,0.7794995735,1
1566,0.774215867159,1
1567,0.743498817967,1
1568,0.950943396226,1
1569,0.687169811321,0
1570,0.686654135338,1
1571,0.865,1
1572,0.617315738655,1
1574,0.801229508197,1
1575,0.872311212815,1
1578,0.960163432074,1
1583,0.976170912079,1
1585,0.651553468208,1
1587,0.777932636469,1
1590,0.93986636971,1
1591,0.526162790698,0
1592,0.798824593128,0
1593,0.741778651808,1
1594,0.547037422037,1
1596,0.395953757225,0
1597,0.535405872193,1
1601,0.697980272428,1
1602,0.840114887506,1
1603,0.778318810866,1
1604,0.959558823529,1
1606,0.646195326543,1
1607,0.802245789145,1
1608,0.658536585366,0
1611,0.739804469274,1
1612,0.983761598858,1
1613,0.658536585366,1
1614,0.895597210113,1
1616,0.866063348416,1
1618,0.932862190813,1
1620,0.638603952965,0
1623,0.263374485597,1
1624,0.941292356186,1
1625,0.833333333333,1
1626,0.047619047619,0
1627,0.894568690096,1
1632,0.647940074906,0
1634,0.950943396226,1
1635,0.56830008673,1
1639,0.983761598858,1
1640,0.844142259414,1
1641,0.781141034201,1
1642,0.840114887506,1
1649,0.796178343949,1
1653,0.0224719101124,0
1656,0.956471271039,1
1659,0.941329856584,1
1660,0.974012474012,1
1661,0.86962276638,1
1662,0.7794995735,1
1664,0.698912198912,1
1667,0.941292356186,1
1668,0.862208987547,1
1670,0.617901234568,0
1671,0.737754452926,1
1672,0.804593373494,1
1673,0.652096342551,0
1674,0.870615486433,1
1676,0.690154440154,1
1677,0.61970074813,1
1682,0.686654135338,0
1683,0.686285714286,1
1685,0.0368763557484,0
1686,0.740109140518,0
1689,0.853275794429,1
1690,0.814891846922,1
1691,0.651553468208,1
1693,0.946870451237,1
1702,0.687169811321,0
1703,0.840114887506,0
1707,0.976170912079,1
1710,0.861928616155,1
1711,0.837927514038,1
1714,0.953542872898,1
1716,0.983761598858,1
1717,0.986445783133,1
1719,0.646195326543,0
1722,0.582969432314,0
1723,0.541907514451,1
1727,0.562256809339,0
1730,0.853275794429,1
1731,0.866063348416,1
1732,0.753571428571,1
1733,0.638603952965,1
1734,0.737938909506,0
1735,0.647940074906,1
1736,0.916472778036,1
1737,0.535405872193,0
1740,0.743498817967,1
1742,0.0195599022005,0
1744,0.737938909506,0
1746,0.757004830918,1
1747,0.86962276638,1
1748,0.396373056995,1
1749,0.556390977444,1
1752,0.686654135338,1
1754,0.687169811321,1
1756,0.595808383234,1
1760,0.533519553073,0
1761,0.919764011799,1
1764,0.899330042313,1
1765,0.106870229008,1
1766,0.915831663327,1
1768,0.700186219739,1
1771,0.853275794429,1
1772,0.501796945193,1
1773,0.983761598858,1
1774,0.862208987547,1
1775,0.547037422037,1
1776,0.647940074906,0
1777,0.741778651808,1
1779,0.541907514451,0
1780,0.836571428571,1
1782,0.91784989858,1
1783,0.917875069716,0
1785,0.739804469274,1
1791,0.974358974359,1
1792,0.901886792453,1
1793,0.774215867159,1
1796,0.743498817967,0
1798,0.983789954338,1
1799,0.617315738655,1
1800,0.874810318665,1
1803,0.563431247339,1
1804,0.740109140518,0
1805,0.633903133903,1
1806,0.781141034201,1
1807,0.840438871473,1
1808,0.946870451237,1
1812,0.837927514038,1
1813,0.802245789145,1
1814,0.840114887506,0
1815,0.695727084769,1
1819,0.737754452926,0
1824,0.479405806887,1
1825,0.533632286996,0
1826,0.921783625731,1
1827,0.80381348274,1
1828,0.821153846154,1
1830,0.812330009066,1
1831,0.836571428571,1
1832,0.697980272428,1
1835,0.741778651808,1
1838,0.781609195402,1
1840,0.899330042313,0
1841,0.80487804878,1
1843,0.182456140351,0
1844,0.781141034201,0
1846,0.848857644991,1
1847,0.72961249277,1
1848,0.741778651808,1
1850,0.798824593128,1
1854,0.895597210113,1
1858,0.983606557377,1
1863,0.851851851852,1
1866,0.460024600246,1
1867,0.861448711716,0
1868,0.72961249277,1
1870,0.563431247339,1
1876,0.737754452926,1
1877,0.841540626099,1
1881,0.95110505601,1
1883,0.646195326543,0
1884,0.71102661597,0
1885,0.976170912079,0
1886,0.911007025761,1
1888,0.778318810866,1
1889,0.801229508197,1
1890,0.64683600713,0
1891,0.876156217883,1
1892,0.636897590362,1
1894,0.913922691482,0
1895,0.833333333333,1
1897,0.782608695652,1
1898,0.851851851852,1
1899,0.737938909506,1
1901,0.526162790698,1
1903,0.812834224599,1
1905,0.894568690096,1
1908,0.563431247339,1
1910,0.460024600246,1
1912,0.853275794429,1
1914,0.757004830918,0
1916,0.860897435897,1
1920,0.897851819377,1
1924,0.740109140518,1
1925,0.994235588972,1
1930,0.974358974359,1
1933,0.88,1
1934,0.862208987547,1
1935,0.840873634945,1
1936,0.657863501484,1
1937,0.86930545183,1
1939,0.917875069716,1
1943,0.867699836868,1
1945,0.774215867159,1
1946,0.939655172414,1
1947,0.980553477936,1
1950,0.737754452926,1
1952,0.562422744129,0
1960,0.840873634945,0
1963,0.927536231884,1
1964,0.636363636364,0
1966,0.662790697674,1
1967,0.785966460724,1
1968,0.979584261321,1
1970,0.866063348416,1
1972,0.781141034201,1
1973,0.7794995735,1
1974,0.567023554604,0
1975,0.745555555556,1
1976,0.802245789145,0
1977,0.798824593128,1
1979,0.912858249419,0
1980,0.363416988417,0
1981,0.916472778036,1
1983,0.856553147575,1
1992,0.757004830918,0
1995,0.565197428834,0
1996,0.918313570488,1
1997,0.638603952965,0
1998,0.737754452926,1
2005,0.840438871473,1
2006,0.398601398601,1
2007,0.824522285807,0
2009,0.529126213592,0
2010,0.712166172107,1
2012,0.398601398601,0
2014,0.870615486433,1
2015,0.916472778036,1
2016,0.866063348416,1
2018,0.85039817975,1
2019,0.739804469274,1
2022,0.848857644991,1
2023,0.913922691482,1
2025,0.974358974359,1
2027,0.562852538276,0
2028,0.798824593128,0
2029,0.686654135338,1
2030,0.986445783133,1
2032,0.953542872898,1
2033,0.410470409712,0
2034,0.687169811321,0
2036,0.950943396226,1
2037,0.912858249419,1
2038,0.687169811321,0
2041,0.899330042313,1
2042,0.595808383234,1
2043,0.638603952965,1
2049,0.946870451237,1
2050,0.651741293532,1
2051,0.812884784521,1
2056,0.918313570488,1
2057,0.918313570488,1
2061,0.543416572077,0
2062,0.918715015819,1
2067,0.94385026738,1
2068,0.80487804878,1
2069,0.17296222664,0
2071,0.977848101266,1
2072,0.617901234568,0
2074,0.500399680256,1
2075,0.798824593128,0
2079,0.837927514038,1
2080,0.785966460724,0
2081,0.80381348274,0
2083,0.942105263158,1
2085,0.872311212815,1
2087,0.636897590362,0
2089,0.975115207373,1
2092,0.85192563081,1
2093,0.781141034201,1
2094,0.690154440154,1
2096,0.951111111111,1
2098,0.919764011799,1
2099,0.691568047337,1
2100,0.812330009066,1
2103,0.757004830918,0
2104,0.80381348274,1
2108,0.873475609756,1
2109,0.745555555556,1
2111,0.647940074906,1
2112,0.876156217883,1
2116,0.7468719923,0
2117,0.17296222664,1
2121,0.638603952965,0
2123,0.844142259414,1
2124,0.737754452926,1
2125,0.320610687023,0
2126,0.804593373494,1
2127,0.585742771685,1
2130,0.893343419062,1
2131,0.748626373626,1
2133,0.529126213592,0
2134,0.785966460724,0
2135,0.777932636469,1
2137,0.86930545183,1
2138,0.683846153846,1
2144,0.737754452926,1
2145,0.816326530612,1
2149,0.801229508197,1
2150,0.916472778036,1
2152,0.912870571222,0
2155,0.85039817975,1
2157,0.933962264151,1
2158,0.93986636971,1
2159,0.72961249277,1
2160,0.894568690096,1
2166,0.757004830918,1
2167,0.804593373494,1
2170,0.479405806887,1
2171,0.649006622517,0
2172,0.662790697674,0
2173,0.618650217707,1
2174,0.644168962351,1
2179,0.739804469274,1
2180,0.697980272428,0
2181,0.698912198912,1
2183,0.96287367406,1
2185,0.781141034201,0
2186,0.647940074906,0
2187,0.743243243243,0
2188,0.974358974359,1
2189,0.657863501484,1
2190,0.804593373494,1
2192,0.686285714286,0
2195,0.973938942666,1
2197,0.460024600246,0
2201,0.80487804878,1
2203,0.785966460724,1
2204,0.837927514038,1
2205,0.764117647059,1
2206,0.976170912079,1
2207,0.856553147575,0
2208,0.535405872193,1
2210,0.615428571429,0
2211,0.465016146394,0
2212,0.617315738655,1
2214,0.840114887506,1
2215,0.458904109589,0
2216,0.80381348274,1
2219,0.700537955768,0
2220,0.740109140518,1
2221,0.85039817975,1
2222,0.971089696071,1
2223,0.781141034201,1
2226,0.781609195402,1
2227,0.918313570488,1
2228,0.953240477544,1
2229,0.743243243243,0
2230,0.853275794429,1
2232,0.737754452926,1
2236,0.836571428571,1
2239,0.695727084769,1
2241,0.798824593128,1
2243,0.690154440154,1
2245,0.781141034201,1
2251,0.840438871473,1
2253,0.56830008673,1
2255,0.91784989858,1
2256,0.740109140518,1
2259,0.131474103586,0
2260,0.72961249277,1
2261,0.700537955768,1
2263,0.651553468208,1
2264,0.836571428571,1
2266,0.647940074906,0
2267,0.737938909506,1
2269,0.960163432074,1
2271,0.855855855856,0
2272,0.841540626099,1
2273,0.737938909506,1
2274,0.909199237369,1
2275,0.441340782123,1
2276,0.93986636971,1
2277,0.979584261321,1
2278,0.535405872193,0
2279,0.964234104046,1
2282,0.926755447942,1
2284,0.856553147575,1
2286,0.737754452926,1
2287,0.819090909091,1
2288,0.862208987547,1
2292,0.638603952965,0
2296,0.737938909506,0
2297,0.980553477936,1
2298,0.976527900797,1
2299,0.967325227964,1
2301,0.395953757225,0
2302,0.71102661597,1
2303,0.535405872193,1
2305,0.812330009066,1
2306,0.853275794429,0
2308,0.812884784521,1
2309,0.872311212815,1
2311,0.95110505601,1
2314,0.737938909506,0
2315,0.621125143513,0
2316,0.899330042313,0
2317,0.778318810866,1
2320,0.491264559068,0
2321,0.870615486433,1
2323,0.585742771685,1
2325,0.921836228288,1
2327,0.72961249277,1
2329,0.686285714286,0
2330,0.986445783133,1
2332,0.840438871473,1
2333,0.979584261321,1
2337,0.85192563081,1
2338,0.918313570488,1
2342,0.96287367406,1
2343,0.737754452926,1
2345,0.690154440154,0
2346,0.662790697674,1
